		名詞	
たっちたーげっと	Touch Target	名詞	UI/UX
だびんち	DaVinci	名詞	ツール・ブランド
たぶ	Tab	名詞	一般IT
だぶる	double	名詞	Unity/C#
だぶる	Double	名詞	一般ビジネス
たぶれっと	Tablet	名詞	IT
だますかす	Damascus	名詞	色・素材
たまねぎがわ	Onion Skin	名詞	アート手法
だみー	Dummy	名詞	一般IT
だめーじ	damage	名詞	Unity/C#
だめーじ	Damage	名詞	一般ビジネス
だりあ	Dahlia	名詞	植物・生物
たりますん	Talisman	名詞	装備部位
たるが	Targa	名詞	ファイル形式
だれくと	Directing	名詞	映像用語
たわー	Tower	名詞	建築・構造
たわーしーるど	Tower Shield	名詞	ゲーム用語
たんく	Tank	名詞	機械・軍事
たんご	Tango	名詞	楽器・音楽
だんさー	Dancer	名詞	ゲーム用語
たんじぇんと	Tangent	名詞	Unity/C#
たんじぇんと	Tan	名詞	Unity/C#
だんじょん	Dungeon	名詞	ゲーム用語
だんす	Dance	名詞	楽器・音楽
だんぴんぐ	Damping	名詞	一般ビジネス
だんぷ	Dump	名詞	制作・運用
たんまりん	Tambourine	名詞	楽器・音楽
ちーたー	Cheetah	名詞	植物・生物
ちーと	Cheat	名詞	ゲーム用語
ちーむ	Team	名詞	一般ビジネス
ちーむわーく	Teamwork	名詞	一般ビジネス
ちぇーん	Chain	名詞	一般ビジネス
ちぇっく	Check	名詞	一般ビジネス
ちぇっくあうと	Checkout	名詞	Unity/C#
ちぇっくあうと	Check-out	名詞	一般IT
ちぇっくいん	Check-in	名詞	一般IT
ちぇっくぽいんと	Check Point	名詞	ゲーム用語
ちぇっくぼっくす	Checkbox	名詞	UI/UX
ちぇろ	Cello	名詞	楽器・音楽
ちぇんばー	Chamber	名詞	建築・構造
ちたにうむ	Titanium	名詞	色・素材
ちっぷ	Chip	名詞	一般IT
ちっぷせっと	Chipset	名詞	IT
ちゃーじ	Charge	名詞	ゲーム用語
ちゃーと	Chart	名詞	一般ビジネス
ちゃーん	Churn	名詞	ビジネス
ちゃーんれーと	Churn Rate	名詞	ゲーム制作・経営
ちゃいむ	Chime	名詞	楽器・音楽
ちゃいろ	Brown	名詞	色・素材
ちゃこーる	Charcoal	名詞	色・素材
ちゃっと	Chat	名詞	ゲーム用語
ちゃっとじーぴーてぃー	ChatGPT	名詞	ウェブ・IT用語
ちゃぺる	Chapel	名詞	建築_構造
ちゃれんじ	Challenge	名詞	一般ビジネス
ちゃんく	Chunk	名詞	制作・運用
ちゃんす	chance	名詞	Unity/C#
ちゃんす	Chance	名詞	一般ビジネス
ちゃんねる	Channel	名詞	一般IT
ちゅーずでー	Tuesday	名詞	時間・季節
ちゅうとりある	Tutorial	名詞	一般IT
ちゅーにんぐ	Tuning	名詞	ゲーム用語
ちゅーば	Tuba	名詞	楽器・音楽
ちゅーりっぷ	Tulip	名詞	植物・生物
ちゅにっく	Tunic	名詞	ゲーム用語
ちょうせいれいやー	Adjustment Layer	名詞	映像用語
ちょーくぽいんと	Chokepoint	名詞	レベルデザイン
ちょらくりつ	Copyright	名詞	映像用語
ちると	Tilt	名詞	映像用語
ちんもく	Silence	名詞	ゲーム用語
つーる	tool	名詞	Unity/C#
つーる	Tool	名詞	一般IT
つーるきっと	Toolkit	名詞	一般IT
つーるとりっぷ	Tooltip	名詞	ウェブ・IT用語
つーるばー	Toolbar	名詞	一般IT
つづきから	Continue	名詞	ゲーム用語
つなみ	Tsunami	名詞	気象・自然
つりー	Tree	名詞	Unity/C#
であーる	DR	名詞	ウェブ・IT用語
であらいん	Deadline	名詞	映像用語
でい	Day	名詞	映像用語
てぃあら	Tiara	名詞	ゲーム用語
てぃありんぐ	Tearing	名詞	QA・デバッグ
でぃーあい	DI	名詞	ウェブ・IT用語
でぃーえーゆー	DAU	名詞	ゲーム制作・経営
でぃーえっくす	DX	名詞	略語
でぃーえぬえす	DNS	名詞	ウェブ・IT用語
でぃーえぬえっくす	DNxHR	名詞	映像用語
でぃーえぬじー	DNG	名詞	ファイル形式
てぃーえるえす	TLS	名詞	ウェブ・IT用語
でぃーえるえすえす	DLSS	名詞	制作・運用
でぃーえるしー	DLC	名詞	ゲーム用語
てぃーざー	Teaser	名詞	ゲーム用語
てぃーしーぴー	TCP	名詞	ウェブ・IT用語
てぃーでぃーでぃー	TDD	名詞	ウェブ・IT用語
でぃーどす	DDoS	名詞	ウェブ・IT用語
てぃーぴーえす	TPS	名詞	ゲーム用語
でぃーぷ	Deep	名詞	色・素材
でぃーぷらーにんぐ	DeepLearning	名詞	ウェブ・IT用語
てぃーぽーず	T-pose	名詞	アート手法
てぃーむず	Teams	名詞	ウェブ・IT用語
てぃーる	Teal	名詞	色・素材
ていく	Take	名詞	映像用語
でぃくしょなりー	Dictionary	名詞	Unity/C#
でぃざー	Dither	名詞	色・素材
でぃざいん	Design	名詞	一般ビジネス
でぃすく	Disk	名詞	一般IT
でぃすたんす	Distance	名詞	Unity/C#
でぃすとーしょん	Distortion	名詞	映像用語
でぃすとぴあ	Dystopia	名詞	抽象・方向
でぃすぷれい	Display	名詞	一般IT
でぃすぷれーすめんと	Displacement	名詞	制作・運用
でぃすぺあ	Despair	名詞	概念・抽象
でぃすらぷと	Disrupt	名詞	ビジネス
でぃせーぶる	disable	名詞	Unity/C#
でぃせーぶる	Disable	名詞	UI/UX
でぃせんだー	Descender	名詞	タイポグラフィ
でぃせんばー	December	名詞	時間・季節
でぃぞるぶ	Dissolve	名詞	映像用語
てぃっぷす	Tips	名詞	一般IT
でぃてーる	Detail	名詞	一般ビジネス
でぃばいす	Device	名詞	一般IT
てぃふ	TIFF	名詞	ファイル形式
でぃふぉると	Default	名詞	一般IT
でぃふゅーず	Diffuse	名詞	色・素材
でぃぺんでんしー	Dependency	名詞	ウェブ_IT用語
てぃりあん	Tyrian	名詞	素材・料理
てぃるふぃんぐ	Tyrfing	名詞	ゲーム用語
でぃれい	Delay	名詞	映像用語
でぃれくたー	director	名詞	Unity/C#
でぃれくたー	Director	名詞	一般ビジネス
でぃれくてぃぶ	Directive	名詞	制作・運用
でぃれくとり	directory	名詞	Unity/C#
でぃれくとり	Directory	名詞	一般IT
てぃん	Tin	名詞	色・素材
てぃんじ	Tinge	名詞	映像用語
てぃんと	Tint	名詞	色・素材
でゔおぷす	DevOps	名詞	制作・運用
でゔせっくおぷす	DevSecOps	名詞	ウェブ・IT用語
でーた	Data	名詞	一般IT
でーたこうぞう	DataStructure	名詞	Unity/C#
でーたせっと	Dataset	名詞	一般IT
でーたせんたー	DataCenter	名詞	ウェブ・IT用語
でーたべーす	Database	名詞	一般IT
でーたべーす	DB	名詞	略語
てーなー	Tenor	名詞	楽器・音楽
てーぷ	Tape	名詞	一般ビジネス
てーぶる	Table	名詞	一般IT
てーま	Theme	名詞	一般ビジネス
でーもん	Demon	名詞	ゲーム用語
でか	Deca	名詞	数・単位
でかーる	Decal	名詞	レベルデザイン
でかんた	Decanter	名詞	素材・料理
てきすと	Text	名詞	一般IT
てきすとふぃーるど	Text Field	名詞	UI/UX
てきすとめっしゅぷろ	TextMeshPro	名詞	Unity/C#
でくすたりてぃ	Dexterity	名詞	ゲーム用語
てくすちゃ	Texture	名詞	ゲーム用語
てくすちゃあとりあす	Texture Atlas	名詞	最適化
てくにかるでっと	TechnicalDebt	名詞	ウェブ・IT用語
てくにっく	Technique	名詞	一般ビジネス
てくの	Techno	名詞	楽器・音楽
てくのろじー	Technology	名詞	一般IT
でこーど	Decode	名詞	ウェブ・IT用語
でこれーたー	Decorator	名詞	ウェブ・IT用語
でざーと	Desert	名詞	地形・環境
でざいなー	designer	名詞	Unity/C#
でざいん	Design	名詞	ビジネス
でざいんしすてむ	Design System	名詞	UI/UX
でじたる	Digital	名詞	一般IT
でじたるあーと	Digital Art	名詞	アート手法
でしりあらいず	Deserialize	名詞	Unity/C#
でじろぐ	Digilog	名詞	一般ビジネス
です	death	名詞	Unity/C#
ですくとっぷ	Desktop	名詞	一般IT
ですてぃにー	Destiny	名詞	概念・抽象
てすと	test	名詞	Unity/C#
てすと	Test	名詞	一般IT
ですとらくた	Destructor	名詞	Unity/C#
ですとりびゅーしょん	Distribution	名詞	ウェブ・IT用語
ですとろい	Destroy	名詞	Unity/C#
ですとろいやー	Destroyer	名詞	機械・軍事
ですぶりんがー	Deathbringer	名詞	ゲーム用語
でたーみねーしょん	Determination	名詞	ゲーム用語
でっき	Deck	名詞	機械・軍事
てっせれーしょん	Tessellation	名詞	制作・運用
でっどろっく	Deadlock	名詞	ウェブ・IT用語
てとら	Tetra	名詞	数・単位
てとらど	Tetrad	名詞	グラフィック・デザイン
てなしてぃ	Tenacity	名詞	ゲーム用語
でにむ	Denim	名詞	色・素材
でばっがー	Debugger	名詞	Unity/C#
でばっぐ	debug	名詞	Unity/C#
でばっぐ	Debug	名詞	一般IT
でばっぐろぐ	Debug.Log	名詞	Unity/C#
でばふ	debuff	名詞	Unity/C#
でばふ	Debuff	名詞	ゲーム用語
でびる	Devil	名詞	ゲーム用語
でぷすおぶふぃーるど	Depth of Field	名詞	映像用語
でふれーしょん	Deflation	名詞	ゲーム設計
でぷろい	Deploy	名詞	IT
でべろっぱー	Developer	名詞	ゲーム制作・経営
でも	Demo	名詞	一般ビジネス
でゅあるとーく	Dual Talk	名詞	ビジネス
でゅえっと	Duet	名詞	楽器・音楽
でゅらんだる	Durandal	名詞	ゲーム用語
でゅれーしょん	Duration	名詞	IT
てら	Tera	名詞	数・単位
てらー	Terror	名詞	概念・抽象
てらす	Terrace	名詞	建築・構造
てらふぉーむ	Terraform	名詞	ウェブ・IT用語
てらふろっぷす	TFLOPS	名詞	制作・運用
でりげーと	delegate	名詞	Unity/C#
てりとりー	Territory	名詞	抽象・方向
でりばりー	Delivery	名詞	一般ビジネス
でるた	Delta	名詞	数・単位
てれふぉと	Telephoto	名詞	映像用語
てれぷれぜんす	Telepresence	名詞	アート手法
てれめとり	Telemetry	名詞	ウェブ・IT用語
てれわーく	Telework	名詞	ウェブ・IT用語
てろっぷ	Captions	名詞	映像用語
でんのう	Cloud	名詞	ウェブ・IT用語
てんぷる	Temple	名詞	建築・構造
てんぷれーと	template	名詞	Unity/C#
てんぷれーと	Template	名詞	一般IT
てんぺすと	Tempest	名詞	気象・自然
てんぽ	Tempo	名詞	楽器・音楽
てんぽらり	Temporary	名詞	ウェブ・IT用語
とぅーん	Toon	名詞	グラフィック・デザイン
とうくん	Token	名詞	IT
とうめいど	Opacity	名詞	映像用語
どぅる	Dull	名詞	色・素材
とぅるー	true	名詞	Unity/C#
とぅるーえんど	True End	名詞	ゲーム用語
とぅんどら	Tundra	名詞	地形・環境
とーくん	Token	名詞	ウェブ・IT用語
とーくん	Tokens	名詞	UI/UX
とーすと	Toast	名詞	UI/UX
どーなつ	Donut	名詞	一般ビジネス
とおぱーず	Topaz	名詞	色・素材
どーぱみん	Dopamine	名詞	身体・解剖
どーむ	DOM	名詞	ウェブ・IT用語
どーむ	Dome	名詞	建築・構造
とーらす	Torus	名詞	形・幾何学
とおらす	Taurus	名詞	天体・宇宙
とーる	Thor	名詞	ゲーム用語
とーん	Tone	名詞	色・素材
どーん	Dawn	名詞	時間・季節
とーんかーぶ	Tone Curve	名詞	編集用語
とーんまっぴんぐ	Tone Mapping	名詞	制作・運用
どきゅめんと	Document	名詞	一般IT
どく	Poison	名詞	ゲーム用語
とぐるすいっち	Toggle Switch	名詞	UI/UX
どすあだっく	DDoS Attack	名詞	QA・デバッグ
どっかー	Docker	名詞	ウェブ・IT用語
どっく	Dock	名詞	建築・構造
どっじ	dodge	名詞	Unity/C#
どっつ	DOTS	名詞	Unity/C#
どっと	Dot	名詞	Unity/C#
どっと	DoT	名詞	ゲーム用語
どっとねっと	dotnet	名詞	Unity/C#
とっぷ	Top	名詞	抽象・方向
とっぷびゅー	Top View	名詞	グラフィック・デザイン
どっぷらーえふぇくと	Doppler Effect	名詞	サウンド
どふ	DepthOfField	名詞	Unity/C#
どふ	Depth of Field	名詞	制作_運用
とぽろじー	Topology	名詞	アート手法
どみなんとからー	Dominant Color	名詞	グラフィック・デザイン
どめいん	Domain	名詞	一般IT
とらーざーず	Trousers	名詞	ファッション
とらい	Tri	名詞	数・単位
とらいあど	Triad	名詞	グラフィック・デザイン
とらいきゃっち	try-catch	名詞	Unity/C#
どらいば	Driver	名詞	一般IT
どらいぶ	Drive	名詞	一般IT
どらうと	Drought	名詞	気象・自然
とらうま	Trauma	名詞	身体・解剖
どらぐーん	Dragoon	名詞	ゲーム用語
どらくえ	Dragon Quest	名詞	ゲーム用語
どらごん	Dragon	名詞	ゲーム用語
どらごんふらい	Dragonfly	名詞	植物・生物
とらすと	Trust	名詞	概念・抽象
どらずる	Drizzle	名詞	気象・自然
とらっきんぐ	Tracking	名詞	編集用語
とらっく	Track	名詞	映像用語
とらっく	Truck	名詞	機械・軍事
どらっぐ	Drag	名詞	一般IT
どらっぐあんどどろっぷ	Drag and Drop	名詞	UI/UX
どらぶ	Drab	名詞	色・素材
どらふと	Draft	名詞	一般ビジネス
どらま	Drama	名詞	一般ビジネス
どらむ	Drum	名詞	楽器・音楽
とらんざくしょん	Transaction	名詞	ウェブ・IT用語
とらんじしょん	Transition	名詞	映像用語
とらんすこーど	Transcode	名詞	映像用語
とらんすふぉーむ	Transform	名詞	Unity/C#
とらんすぺあれんしー	Transparency	名詞	色・素材
とらんぺっと	Trumpet	名詞	楽器・音楽
どりー	Dolly	名詞	映像用語
とりお	Trio	名詞	楽器・音楽
とりがー	Trigger	名詞	ゲーム用語
とりみんぐ	Trimming	名詞	映像用語
とりむ	Trim	名詞	映像用語
どるいど	Druid	名詞	ゲーム用語
とるねーど	Tornado	名詞	気象・自然
どれいん	Drain	名詞	ゲーム用語
とれーしんぐ	Tracing	名詞	ウェブ・IT用語
とれーす	Trace	名詞	ウェブ・IT用語
とれーど	Trade	名詞	ゲーム用語
とれーどまーく	Trademark	名詞	制作・運用
とれーらー	Trailer	名詞	ゲーム用語
どれす	Dress	名詞	ファッション
とれろ	Trello	名詞	ウェブ・IT用語
どろいど	Droid	名詞	機械・軍事
どろーこーる	DrawCall	名詞	Unity/C#
どろーこーる	Draw Call	名詞	最適化
とろーる	Troll	名詞	ゲーム用語
どろーん	Drone	名詞	機械・軍事
どろっぷ	Drop	名詞	一般IT
どろっぷしゃどう	Drop Shadow	名詞	編集用語
どろっぷだうん	Dropdown	名詞	UI/UX
とろふぃー	trophy	名詞	Unity/C#
とろふぃー	Trophy	名詞	ゲーム用語
とろんぼーん	Trombone	名詞	楽器・音楽
とんねる	Tunnel	名詞	建築・構造
なーゔ	Nerve	名詞	身体・解剖
なーさりー	Nursery	名詞	一般ビジネス
なーむ	name	名詞	Unity/C#
ないす	Nice	名詞	一般ビジネス
ないと	Knight	名詞	ゲーム用語
ないと	Night	名詞	時間・季節
ないとめあ	Nightmare	名詞	一般ビジネス
ないふ	Knife	名詞	一般ビジネス
ないろん	Nylon	名詞	色・素材
なげなつーる	Lasso Tool	名詞	編集用語
なすとじぇいえす	Nuxt.js	名詞	ウェブ・IT用語
なちゅらる	Natural	名詞	色・素材
なっぷ	Snap	名詞	一般IT
なつめぐ	Nutmeg	名詞	素材・料理
なでぃあ	Nadir	名詞	天体・宇宙
なの	Nano	名詞	数・単位
なびげーしょん	Navigation	名詞	一般IT
なびめっしゅ	NavMesh	名詞	Unity/C#
なびめっしゅえーじぇんと	NavMeshAgent	名詞	Unity/C#
なまえ	Name	名詞	一般IT
ならしょん	Narration	名詞	映像用語
なりた	Narita	名詞	一般ビジネス
なる	Null	名詞	一般IT
なるきっさす	Narcissus	名詞	植物・生物
なんばー	Number	名詞	一般ビジネス
におんてぃーびー	Neon	名詞	ウェブ・IT用語
にっり	Niche	名詞	ビジネス
にゅあんす	Nuance	名詞	一般ビジネス
にゅー	new	名詞	Unity/C#
にゅー	Nu	名詞	数・単位
にゅーげーむ	New Game	名詞	ゲーム用語
にゅーす	News	名詞	一般ビジネス
にゅーとらる	Neutral	名詞	一般ビジネス
にゅーもふぃずむ	Neumorphism	名詞	グラフィック・デザイン
にゅーろん	Neuron	名詞	身体・解剖
にんか	Authorization	名詞	ウェブ・IT用語
にんじゃ	Ninja	名詞	ゲーム用語
にんしょう	Authentication	名詞	ウェブ・IT用語
ぬり	Fill	名詞	映像用語
ぬる	null	名詞	Unity/C#
ぬる	Null	名詞	制作・運用
ぬるおぶじぇくと	Null Object	名詞	映像用語
ぬるちぇっく	NullCheck	名詞	Unity/C#
ぬるぽいんた	NullPointer	名詞	ウェブ・IT用語
ぬるりふぁれんす	NullReference	名詞	Unity/C#
ねいてぃぶ	Native	名詞	一般IT
ねいびー	Navy	名詞	色・素材
ねいわーく	Network	名詞	一般IT
ねーみんぐ	Naming	名詞	映像用語
ねーむ	Name	名詞	一般ビジネス
ねーむおぶ	nameof	名詞	Unity/C#
ねーむすぺーす	namespace	名詞	Unity/C#
ねーむすぺーす	Namespace	名詞	制作・運用
ねおん	Neon	名詞	色・素材
ねがてぃぶすぺーす	Negative Space	名詞	グラフィック・デザイン
ねくすと	Next	名詞	一般ビジネス
ねくすとじぇいえす	Next.js	名詞	ウェブ・IT用語
ねくろまんさー	Necromancer	名詞	ゲーム用語
ねすと	Nesting	名詞	映像用語
ねすと	Nest	名詞	制作・運用
ねた	Neta	名詞	一般ビジネス
ねっくれす	Necklace	名詞	ゲーム用語
ねっと	Net	名詞	一般IT
ねっとわーく	Network	名詞	IT
ねっとわーく	network	名詞	Unity/C#
ねとりふぁい	Netlify	名詞	ウェブ・IT用語
ねぷちゅーん	Neptune	名詞	天体・宇宙
ねぶら	Nebula	名詞	天体・宇宙
ねむり	Sleep	名詞	ゲーム用語
ねらい	Target	名詞	一般ビジネス
のいず	Noise	名詞	色・素材
のいずげーと	Noise Gate	名詞	映像用語
のいずりだくしょん	Noise Reduction	名詞	映像用語
のゔぁ	Nova	名詞	天体・宇宙
のうはう	Know-how	名詞	一般ビジネス
のーえすきゅーえる	NoSQL	名詞	ウェブ・IT用語
のーえるえすきゅーえる	NoSQL	名詞	Unity/C#
のーこーど	NoCode	名詞	ウェブ・IT用語
のーしょん	Notion	名詞	ウェブ・IT用語
のーす	North	名詞	抽象・方向
のーと	Note	名詞	一般IT
のーど	Node	名詞	一般IT
のーどじぇいえす	Node.js	名詞	ウェブ・IT用語
のーまらいず	Normalize	名詞	Unity/C#
のーまらいぜーしょん	Normalization	名詞	ビジネス
のーまる	Normal	名詞	一般ビジネス
のーまるまっぷ	Normal Map	名詞	制作・運用
のーむ	Gnome	名詞	ゲーム用語
のすたるじあ	Nostalgia	名詞	概念・抽象
のっとふぁうんど	NotFound	名詞	ウェブ・IT用語
のな	Nona	名詞	数・単位
のべんばー	November	名詞	時間・季節
のるま	Norma	名詞	一般ビジネス
のろい	Curse	名詞	ゲーム用語
のんふぃくしょん	Non-fiction	名詞	一般ビジネス
ばー	Bar	名詞	建築・構造
ぱーかー	Hoodie	名詞	ファッション
ぱーく	Park	名詞	建築・構造
ばーさーかー	Berserker	名詞	ゲーム用語
ばーさーく	Berserk	名詞	ゲーム用語
ぱーしゃる	partial	名詞	Unity/C#
ばーじょん	Version	名詞	一般IT
ばーじょんかんり	VersionControl	名詞	ウェブ・IT用語
ばーす	BaaS	名詞	ウェブ_IT用語
ぱーす	Parse	名詞	Unity/C#
ぱーす	PaaS	名詞	略語
ばーずあい	Bird's Eye	名詞	グラフィック・デザイン
ばーすと	Burst	名詞	Unity/C#
ぱーすぺくてぃぶ	Perspective	名詞	グラフィック・デザイン
ばーせる	Vercel	名詞	ウェブ・IT用語
ぱーせんと	Percent	名詞	一般ビジネス
ぱーそな	Persona	名詞	ビジネス
ばーちゃる	Virtual	名詞	一般IT
ばーちゃるどーむ	VirtualDOM	名詞	ウェブ・IT用語
ぱーてぃ	Party	名詞	一般ビジネス
ばーてぃかりてぃ	Verticality	名詞	レベルデザイン
ばーてぃかるすらいす	Vertical Slice	名詞	ゲーム制作・経営
ぱーてぃくる	Particle	名詞	一般IT
ぱーてぃくるしすてむ	ParticleSystem	名詞	Unity/C#
ばーてっくす	Vertex	名詞	Unity/C#
はーと	Heart	名詞	一般ビジネス
はーど	Hard	名詞	一般ビジネス
ばーど	Bard	名詞	ゲーム用語
ばーど	Bird	名詞	植物・生物
はーどうぇあ	Hardware	名詞	一般IT
ぱーとなー	Partner	名詞	一般ビジネス
はーとぼっくす	Hurtbox	名詞	ゲーム設計
はーどらいと	Hard Light	名詞	編集用語
はーどろーんち	Hard Launch	名詞	ゲーム制作・経営
ばーなー	Burner	名詞	一般ビジネス
はーふ	Half	名詞	一般ビジネス
はーぶ	Herb	名詞	素材・料理
はーぷ	Harp	名詞	楽器・音楽
ぱーふぉーす	Perforce	名詞	制作・運用
はーぷしこーど	Harpsichord	名詞	楽器・音楽
はーふとーん	Halftone	名詞	グラフィック・デザイン
ぱーまねんと	Permanent	名詞	ウェブ・IT用語
ぱーむ	Palm	名詞	植物・生物
はーもにー	Harmony	名詞	一般ビジネス
はーもにか	Harmonica	名詞	楽器・音楽
ばーる	Bar	名詞	一般ビジネス
ぱーる	Pearl	名詞	色・素材
ぱーる	PAL	名詞	制作・運用
ばい	Bi	名詞	数・単位
ぱい	Pi	名詞	数・単位
ばいあす	Bias	名詞	一般ビジネス
はいあんぐる	High Angle	名詞	グラフィック・デザイン
はいいれ	High-Res	名詞	映像用語
はいうぇい	Highway	名詞	建築・構造
ぱいえてぃ	Piety	名詞	ゲーム用語
はいえな	Hyena	名詞	植物・生物
はいえらるきー	Hierarchy	名詞	一般IT
ばいお	Bio	名詞	ゲーム用語
ばいおりん	Violin	名詞	楽器・音楽
ばいおれっと	Violet	名詞	色・素材
はいかきん	Whale	名詞	ゲーム用語
ばいく	Bike	名詞	機械・軍事
ぱいしーず	Pisces	名詞	天体・宇宙
はいじぇっく	Hijack	名詞	ウェブ・IT用語
ばいす	Vice	名詞	概念・抽象
ばいそん	Bison	名詞	植物・生物
ぱいそん	Python	名詞	Unity/C#
ばいたりてぃ	Vitality	名詞	ゲーム用語
ばいと	Byte	名詞	一般IT
はいどいんいんすぺくたー	HideInInspector	名詞	Unity/C#
はいどれーしょん	Hydration	名詞	ウェブ・IT用語
ばいなりー	binary	名詞	Unity/C#
ばいなりー	Binary	名詞	一般IT
はいぱー	Hyper	名詞	一般IT
はいぱーりんく	Hyperlink	名詞	ウェブ・IT用語
ぱいぷらいん	Pipeline	名詞	IT
はいぶりっど	Hybrid	名詞	一般ビジネス
はいぶりっどくらうど	HybridCloud	名詞	ウェブ・IT用語
ばいぶれーしょん	Vibration	名詞	Unity/C#
はいぽせしす	Hypothesis	名詞	概念・抽象
はいらいと	Highlight	名詞	色・素材
はいれつ	Array	名詞	Unity/C#
ばいんでぃんぐ	Binding	名詞	ウェブ・IT用語
ばいんど	Bind	名詞	制作・運用
ぱう	Pow	名詞	Unity/C#
はうじんぐ	Housing	名詞	一般ビジネス
はうす	House	名詞	建築・構造
ばうんど	Bounds	名詞	Unity/C#
ばおばぶ	Baobab	名詞	植物・生物
ばぎ	Wind Slash	名詞	ゲーム用語
はぎんぐふぇいす	HuggingFace	名詞	ウェブ・IT用語
ばぐ	Bug	名詞	ゲーム用語
ばくてりあ	Bacteria	名詞	身体・解剖
ばぐとらっかー	Bug Tracker	名詞	QA・デバッグ
ばぐれぽーと	Bug Report	名詞	QA・デバッグ
ばげっと	Baguette	名詞	素材・料理
ぱけり	Packet Loss	名詞	ゲーム用語
はざーど	Hazard	名詞	一般ビジネス
ばさると	Basalt	名詞	色・素材
ぱじねーしょん	Pagination	名詞	UI/UX
ばじる	Basil	名詞	素材・料理
ぱす	path	名詞	Unity/C#
ぱす	Path	名詞	一般IT
ぱす	Pass	名詞	一般ビジネス
ぱすかるけーす	Pascal Case	名詞	タイポグラフィ
ばすて	Status Ailment	名詞	ゲーム用語
ぱすてる	Pastel	名詞	色・素材
ぱすとれーしんぐ	Path Tracing	名詞	制作・運用
ぱすぱらめーた	PathParameter	名詞	ウェブ・IT用語
ぱすふぁいんだー	Pathfinder	名詞	編集用語
ぱすふぁいんでぃんぐ	Pathfinding	名詞	ゲーム設計
ぱずる	Puzzle	名詞	ゲーム用語
ばするーむ	Bathroom	名詞	建築・構造
ぱすわーど	Password	名詞	一般IT
ぱたーん	Pattern	名詞	編集用語
ぱたーんらいぶらり	Pattern Library	名詞	UI/UX
ばたふらい	Butterfly	名詞	植物・生物
はちけー	8K	名詞	映像用語
はっかー	Hacker	名詞	一般IT
ばっぐ	Bag	名詞	一般ビジネス
ばっくあっぷ	backup	名詞	Unity/C#
ばっくあっぷ	Backup	名詞	一般IT
ばっくえんど	Backend	名詞	ウェブ・IT用語
ばっくぱっく	Backpack	名詞	装備部位
ばっくらー	Buckler	名詞	ゲーム用語
ばっくろぐ	Backlog	名詞	ウェブ・IT用語
ぱっけーじ	Package	名詞	一般IT
ぱっけーじまねーじゃー	PackageManager	名詞	Unity/C#
ばっじ	Badge	名詞	一般ビジネス
ぱっしぶ	Passive	名詞	ゲーム用語
はっしゅ	Hash	名詞	一般IT
ばっしゅ	Bash	名詞	ウェブ・IT用語
はっしゅせっと	HashSet	名詞	Unity/C#
ぱっしょん	Passion	名詞	概念・抽象
はっち	Hatch	名詞	機械・軍事
ばっち	Batch	名詞	一般IT
ぱっち	patch	名詞	Unity/C#
ぱっち	Patch	名詞	一般IT
ばっちんぐ	Batching	名詞	Unity/C#
ばってりー	Battery	名詞	ゲーム用語
はっと	Hat	名詞	ファッション
ばっどえんど	Bad End	名詞	ゲーム用語
ばっどきゅえすと	BadRequest	名詞	ウェブ・IT用語
はっぴー	Happy	名詞	一般ビジネス
はっぴーえんど	Happy End	名詞	ゲーム用語
ばっふぁ	buffer	名詞	Unity/C#
ばっふぁ	Buffer	名詞	一般IT
ばっふぁさいず	Buffer Size	名詞	サウンド
ばっふぁろー	Buffalo	名詞	植物・生物
ばでぃ	body	名詞	Unity/C#
ばでぃ	Body	名詞	ウェブ・IT用語
ぱでぃんぐ	Padding	名詞	ウェブ・IT用語
はです	Hades	名詞	ゲーム用語
ばとるしっぷ	Battleship	名詞	機械・軍事
ばとるぱす	Battle Pass	名詞	ゲーム用語
ぱにっく	Panic	名詞	概念・抽象
ばにらじぇいえす	VanillaJS	名詞	ウェブ・IT用語
ぱねる	Panel	名詞	一般IT
ぱのらま	Panorama	名詞	グラフィック・デザイン
ばはむーと	Bahamut	名詞	ゲーム用語
ばふ	buff	名詞	Unity/C#
ばふ	Buff	名詞	ゲーム用語
ぱふぉーまんす	Performance	名詞	ウェブ・IT用語
ぱぶさぶ	PubSub	名詞	ウェブ・IT用語
はぷてぃくす	Haptics	名詞	制作・運用
ぱぶりっく	public	名詞	Unity/C#
ぱぶりっくくらうど	PublicCloud	名詞	ウェブ・IT用語
ぱぶりっくどめいん	Public Domain	名詞	映像用語
ぱぶりっしゃー	Publisher	名詞	ゲーム制作・経営
ばべる	Babel	名詞	ウェブ・IT用語
ばむぶー	Bamboo	名詞	植物・生物
ぱらだいす	Paradise	名詞	抽象・方向
ぱらでぃん	Paladin	名詞	ゲーム用語
ぱらどっくす	Paradox	名詞	概念・抽象
ぱらめーた	Parameter	名詞	一般IT
ぱららっくす	Parallax	名詞	制作・運用
ぱられる	Parallel	名詞	概念・抽象
ばらんす	Balance	名詞	一般ビジネス
ぱりー	parry	名詞	Unity/C#
ばりえーしょん	Variation	名詞	一般ビジネス
ばりすた	Ballista	名詞	ゲーム用語
ばりでーしょん	Validation	名詞	UI/UX
ばりとん	Baritone	名詞	楽器・音楽
ばりゅー	Value	名詞	一般ビジネス
ばるかん	Vulcan	名詞	機械・軍事
ばるこにー	Balcony	名詞	建築・構造
